0.211024,-0.183002,-0.395150,-0.153046,-0.134669,-0.061412,0.647009
-1.510186,-0.662697,2.040219,-0.394416,1.098397,-0.204296,-0.089797
0.682134,0.095725,0.010592,-0.044850,-0.033218,-0.033691,-0.230507
0.147970,-0.100442,-0.922380,1.207335,-0.092075,0.187283,-0.472535
0.070466,0.816550,-0.724960,0.689686,0.099423,1.613557,-1.100151
0.009755,0.014519,1.990853,-0.550762,-0.186190,-0.269155,-0.569122
-0.027626,0.032316,-0.531796,0.037676,-0.019243,0.342780,0.341909
-0.275607,-0.050138,0.007556,0.218014,-0.367597,0.023820,0.168397
0.212475,-0.220065,-1.431404,0.645278,2.348672,0.222653,-0.331683
0.497418,-0.006081,-0.976588,0.351660,-0.001787,-0.103401,0.331818
0.035753,0.214116,0.317053,0.308651,-0.466383,-0.173589,-0.327801
-0.580600,-0.066629,-0.074913,-0.093854,-0.147652,0.115007,0.581549
0.145773,0.157037,-0.655401,0.364028,-0.154902,-0.084650,0.144780
0.405502,-0.033031,0.455180,-0.261254,-0.133096,0.095498,-0.127675
0.746677,-0.113673,-0.270428,0.180296,-0.070176,0.080440,-0.181984
-0.847086,-0.280841,0.052278,0.619356,-0.279656,0.136612,0.062381
-0.298466,-0.104944,-0.827154,0.384700,0.147664,-0.242149,0.648703
-0.045403,-0.182263,0.197578,-0.797839,-0.071907,0.276944,0.819268
1.143432,-0.093004,-0.247904,-0.640186,0.083512,0.146806,0.347866
0.530301,0.081503,0.002605,-0.261945,0.042239,-0.088001,0.085148
-1.032664,-0.218714,0.979837,-0.359430,-0.262470,0.205768,0.354254
-0.213162,0.198189,-0.810162,0.349653,-0.133978,0.078890,0.370589
0.862310,0.022244,0.188818,-0.158434,-0.095575,0.021602,-0.300197
1.313572,-0.153790,0.349486,0.246381,0.058400,0.180358,-1.082789
0.043664,-0.149412,0.041617,-0.253951,0.144391,0.055261,0.356703
0.101115,-0.240441,0.682132,0.582573,0.305744,-0.123806,-0.854847
-0.776883,0.030353,0.438188,0.086334,-0.417114,-0.056853,0.287106
-0.354953,0.127558,1.092619,0.232194,-0.569867,-0.082746,-0.596275
0.494606,-0.027939,0.463188,-0.591102,-0.153178,0.372199,0.054596
0.384869,-0.094079,0.282636,0.093287,-0.091369,-0.096777,-0.185573
-0.545869,-0.274417,0.697194,-0.581496,-0.312532,-0.018687,0.763503
0.012230,0.032515,-0.519729,-0.155071,0.030108,0.496753,0.422309
0.199967,-0.065665,0.641773,0.162655,-0.360215,-0.017111,-0.456791
-0.916734,0.001808,0.170377,-0.744666,-0.054921,0.316166,1.074202
0.304320,-0.143805,-0.526089,-0.058154,-0.129815,0.257235,0.445604
-0.372577,0.415548,0.022717,0.599846,0.048431,0.194085,-0.688148
-0.257273,0.012545,-0.508373,-0.100460,-0.140166,0.180667,0.689844
0.645274,-0.040656,-0.311229,-0.088390,-0.115672,0.073288,0.175185
0.637292,-0.108704,1.066028,-0.711561,-0.227990,-0.066097,-0.081549
1.280611,-0.240334,-0.350331,0.364073,-0.165634,0.063889,-0.449497
0.140723,0.129281,-0.161399,-0.724426,-0.055993,0.026462,0.832424
0.423937,0.212765,0.238507,-0.581467,-0.152578,0.133397,0.235572
0.519164,-0.290749,-0.371534,-0.200608,-0.186959,-0.149737,0.653347
-1.305164,-0.576693,0.350988,-0.896765,0.053149,0.182507,1.689645
1.162637,0.244185,-0.544474,-0.557693,0.131250,0.080147,0.318108
-0.825542,-0.044534,0.111237,-0.519855,-0.179845,0.290401,0.919440
-0.700140,-0.334044,-1.486807,1.116079,-0.045084,-0.036391,0.790581
-0.900012,0.201384,-0.654626,0.394331,0.306444,0.304871,0.299939
0.231555,-0.101345,-0.467292,-0.282785,0.001254,0.041374,0.716958
0.626136,-0.033890,0.743773,-0.759398,-0.120815,0.242873,-0.032757
-1.591037,0.061523,-0.130891,0.327144,-0.641682,-0.132685,0.928976
-1.239770,-0.211644,0.328871,0.002398,-0.084085,0.214331,0.550456
0.449266,-0.486881,0.837711,0.533506,0.185269,0.024901,-1.001784
-0.838333,-0.044519,-0.508588,0.985690,-0.368661,0.033486,0.092178
-0.297979,0.014028,0.796032,0.138865,-0.344022,-0.205331,-0.175083
-0.223156,-0.113210,0.575615,-0.731584,-0.284118,0.196104,0.656466
0.728878,-0.600510,0.543231,-0.849505,-0.141672,-0.103420,0.688566
0.395628,-0.252854,0.463317,-0.083331,-0.164736,-0.253461,0.000099
-1.763839,-0.367497,0.099347,-1.015292,0.471959,-0.433682,2.307319
0.949751,-0.183622,-0.167835,0.233506,0.031405,0.038212,-0.371857
1.153604,0.076732,0.567283,-0.180112,-0.127229,0.143638,-0.756087
1.827671,-0.087743,-0.120863,0.686447,-0.225529,-0.132363,-1.180978
-1.285505,-0.123429,-0.756122,0.035923,-0.175808,0.180087,1.347080
1.061541,0.027095,-0.821759,0.380270,0.045757,-0.057582,-0.149540
0.992417,0.105387,-1.207496,1.461531,-0.369657,-0.029989,-0.841432
0.553870,0.067258,-0.814015,0.475766,-0.193449,-0.107705,0.039423
0.856745,-0.176324,0.338990,-0.354059,-0.253160,-0.171349,0.121748
0.317620,-0.246035,0.690975,-0.470915,-0.179647,0.015790,0.144668
0.779383,-0.103291,-1.263233,0.254048,0.053274,-0.274646,0.599586
1.034801,-0.122664,-0.537175,0.821115,-0.128019,-0.116775,-0.656332
0.923059,0.239208,-1.338435,0.636840,-0.029997,0.036098,-0.100158
0.803746,-0.058573,0.101244,0.441622,-0.149841,-0.127210,-0.622089
-0.395142,0.173870,-0.190270,0.093161,0.321642,-0.056040,0.200173
-0.679947,0.221755,-0.321197,0.031248,-0.193551,0.169552,0.526571
0.673277,-0.040546,0.462040,-0.457138,-0.207759,-0.307060,0.148890
2.222857,0.134773,-0.101944,-0.749875,0.077924,-0.016741,-0.232985
-0.428277,0.799914,0.138603,-0.424098,0.850897,-0.181760,-0.024804
0.811374,-0.043381,-0.911814,0.072633,-0.136468,0.207730,0.410566
-0.562817,0.173962,-0.379518,0.236286,0.279610,-0.334733,0.471604
0.351692,0.191856,0.798112,-0.390969,-0.228004,0.145985,-0.361866
1.489097,-0.140225,0.519668,0.356953,-0.259595,-0.528396,-0.880320
0.755551,0.096814,-0.389025,0.951341,-0.094109,-0.098208,-0.859410
-0.319631,-0.461706,1.854868,-0.403587,-0.364971,0.030475,-0.293861
1.193821,0.139602,-0.945778,0.281123,-0.160090,0.064431,-0.091146
0.087718,-0.131166,-0.086657,-0.227594,-0.146299,-0.024388,0.503002
0.954399,0.652208,-0.770189,1.117456,1.106726,-0.295830,-1.465581
-0.945040,-0.452986,-0.029567,-0.354709,-0.080136,-0.248977,1.437184
-0.357114,0.167881,0.733165,-0.363614,-0.244453,0.420802,-0.042707
