0.684434,0.686380,-0.000000,0.000000,-0.000000
1.461310,-2.456342,0.000000,-0.000000,0.000000
0.659996,0.320856,-0.000000,0.000000,-0.000000
0.711500,-0.162155,0.000000,-0.000000,0.000000
2.101658,0.250105,-0.000000,0.000000,-0.000000
1.436542,-0.446759,0.000000,-0.000000,0.000000
0.796836,0.468439,-0.000000,0.000000,-0.000000
0.689429,0.233233,-0.000000,0.000000,-0.000000
1.030278,-2.302777,0.000000,-0.000000,0.000000
0.932509,0.451083,-0.000000,0.000000,-0.000000
0.887371,0.036695,-0.000000,0.000000,-0.000000
0.642341,0.198404,-0.000000,0.000000,-0.000000
0.615025,0.235383,-0.000000,0.000000,-0.000000
0.812399,0.396665,-0.000000,0.000000,-0.000000
0.650575,0.498486,-0.000000,0.000000,-0.000000
0.630445,-0.311982,0.000000,-0.000000,0.000000
0.983391,-0.170022,0.000000,-0.000000,0.000000
0.747793,0.883842,-0.000000,0.000000,-0.000000
0.684149,1.164186,-0.000000,0.000000,-0.000000
0.726727,0.341343,-0.000000,0.000000,-0.000000
0.543194,-0.094553,-0.000000,0.000000,-0.000000
0.749758,0.234529,-0.000000,0.000000,-0.000000
0.616252,0.518388,-0.000000,0.000000,-0.000000
0.522626,0.216155,-0.000000,0.000000,-0.000000
0.885725,0.172970,-0.000000,0.000000,-0.000000
1.415616,-1.072761,0.000000,-0.000000,0.000000
1.118123,-0.072198,-0.000000,0.000000,-0.000000
0.880291,-0.273363,0.000000,-0.000000,0.000000
0.879865,0.858312,-0.000000,0.000000,-0.000000
1.183481,0.094658,-0.000000,0.000000,-0.000000
0.928078,0.442472,-0.000000,0.000000,-0.000000
0.776187,0.648088,-0.000000,0.000000,-0.000000
0.755694,0.095696,-0.000000,0.000000,-0.000000
0.744709,0.435742,-0.000000,0.000000,-0.000000
0.703858,0.840352,-0.000000,0.000000,-0.000000
0.774196,-0.760909,0.000000,-0.000000,0.000000
0.711846,0.560354,-0.000000,0.000000,-0.000000
