IID	Garb_01G000010	Garb_01G000020	Garb_01G000030	Garb_01G000040	Garb_01G000050	Garb_01G000060	Garb_01G000070
J129-2	0.12758530959083797	-0.5928231810424173	-0.6705016247393566	-0.15328619243711106	-0.050917999051535066	1.3802402324064893	0.6546542994973628
J13	-0.6080607121367392	1.7152772024843754	0.16617363831901283	0.9539646767594884	0.6546542994973628	0.914591559580124	-1.3170637432765038
J130	-0.47537772763265407	0.205011101146471	-0.5928231810424173	-0.2572907731482172	-0.14042415615119644	0.8218407944157843	1.129034574669348
J131	0.6865191592337914	0.038181278996109826	-0.32366338630804364	-0.19203379170495294	0.038181278996109826	0.2704656621450554	0.15328619243711092
J132	0.6705016247393565	-0.3777938316658648	1.4868446809460139	-1.2044223031644985	-0.6705016247393566	-0.43305526742154155	-0.2836876679453039
J133	1.8384926242576873	-1.287357980249311	-0.4052698202950264	0.6705016247393565	-0.31028376279283343	0.205011101146471	-0.914591559580124
J134	-0.07641832069645092	0.7190968983321423	-0.1147674601543766	-1.2311303614235212	0.29695945740853036	0.038181278996109826	1.3802402324064893
J136	0.3914948805140331	1.0821456430142158	0.5040685621172549	-1.0595703653160047	-0.21802303020957337	0.6080607121367392	0.24416039517702132
J137	0.5331805133159214	-1.4868446809460143	-0.43305526742154155	-0.43305526742154155	-0.4191220952251226	-0.8580534603025611	0.9948752240011164
J138	-1.7152772024843748	-2.10223157766975	0.6705016247393565	-1.5685566976542462	0.6705016247393565	0.8398094601128514	2.426900626934027
J139	1.6136701828930669	1.2311303614235207	-0.7356742992984955	-0.9948752240011164	0.9742161276653362	0.36416334003416584	0.35060017547557637
J14	-1.1052863446694685	0.0	0.36416334003416584	-0.9539646767594884	-0.3777938316658648	1.5685566976542462	1.4494637314401992
J140-1	-0.9539646767594884	-1.6136701828930669	-2.8021617159609407	1.8384926242576873	0.35060017547557637	-0.24416039517702146	1.3170637432765038
J140-2	-1.2311303614235212	1.0159679057477282	-0.914591559580124	0.7694531182786173	1.4140050964750193	1.6136701828930669	0.3236633863080438
J141	0.038181278996109826	-0.32366338630804364	-0.5627515724444828	-0.5479061508640869	0.4896727575749171	0.10196843977437144	1.1534372379533202
J142	0.6234407539880773	0.10196843977437144	1.1534372379533202	-1.3802402324064889	0.012724344749941996	1.3170637432765038	-0.19203379170495294
J143	-2.10223157766975	0.4052698202950264	-0.0891861022583937	0.5777220694967171	-2.4269006269340254	-0.8218407944157843	1.5264270178341766
J144	-1.5685566976542462	-1.0595703653160047	0.5928231810424173	-0.07641832069645092	0.205011101146471	1.1534372379533202	0.8041336424887251
J145	0.4191220952251228	-1.9982895370082356	1.2587467283461877	0.895427930347364	1.2044223031644985	0.025450750102227516	-1.7735227111837897
J146	-1.129034574669348	0.012724344749941996	-0.6080607121367392	1.6136701828930669	-1.4494637314401992	0.06366298492671124	0.038181278996109826
J147	-0.5185695989918168	0.2180230302095735	1.2044223031644985	0.19203379170495294	-1.2311303614235212	-1.2311303614235212	-0.4896727575749171
J148	-0.43305526742154155	-0.4191220952251226	0.914591559580124	-1.287357980249311	-0.9948752240011164	0.9539646767594884	1.0159679057477282
J151	0.7866751045818522	-2.235558422667648	0.8765876310193907	-1.526427017834177	-0.15328619243711106	-0.6546542994973629	1.1052863446694685
J15-1	0.29695945740853036	-1.3802402324064889	0.8041336424887251	-0.1790887437551733	-0.29695945740853036	-1.4868446809460143	-0.12758530959083783
J152	-2.235558422667648	-1.7735227111837897	0.29695945740853036	-1.6136701828930669	1.6136701828930669	-2.235558422667648	2.8021617159609473
J15-2	1.1534372379533202	-0.9742161276653362	-0.12758530959083783	0.35060017547557637	0.6080607121367392	0.0891861022583937	-0.7866751045818522
J153	1.5685566976542462	0.4896727575749171	0.895427930347364	-0.36416334003416584	-0.025450750102227377	0.6546542994973628	-1.3802402324064889
J155	2.426900626934027	-0.15328619243711106	-0.07641832069645092	1.178546815327782	-0.6546542994973629	-0.8041336424887251	-2.10223157766975
J156	-1.6136701828930669	-0.47537772763265407	-1.0821456430142158	0.0	-0.32366338630804364	0.7866751045818522	1.8384926242576873
J159	1.4140050964750193	0.31028376279283354	-1.178546815327782	0.7190968983321423	0.6389697059353098	-0.32366338630804364	-0.4052698202950264
J16	1.2311303614235207	0.6389697059353098	-1.7735227111837897	2.235558422667649	-1.4868446809460143	-0.205011101146471	-1.526427017834177
J160	0.5928231810424173	0.4470730248219683	-1.1534372379533202	0.8218407944157843	-0.4611791896716828	-0.6865191592337914	-0.050917999051535066
J161	1.0159679057477282	-0.8954279303473639	0.6234407539880773	-0.6234407539880771	-0.8218407944157843	-0.9948752240011164	0.0891861022583937
J162	0.16617363831901283	-1.3479795048471408	1.0595703653160047	-0.8954279303473639	-0.36416334003416584	-0.03818127899610969	0.10196843977437144
J163	0.895427930347364	-0.35060017547557654	-1.8384926242576878	0.4330552674215413	0.7027147999350711	-1.6136701828930669	0.8765876310193907
J164	1.287357980249311	-0.4611791896716828	-0.7027147999350711	1.3479795048471408	-0.03818127899610969	-0.7027147999350711	-1.2587467283461882
J165	1.1052863446694685	1.2044223031644985	-2.10223157766975	1.1052863446694685	0.4191220952251228	0.07641832069645092	-0.33710120492664597
J166	0.9539646767594884	-0.07641832069645092	0.31028376279283354	0.7866751045818522	-0.205011101146471	-0.7694531182786174	-1.2311303614235212
J167	-0.6389697059353094	0.8398094601128514	-0.15328619243711106	0.0891861022583937	1.4494637314401992	-0.2836876679453039	0.205011101146471
J168	-0.9340971012246375	1.129034574669348	-0.36416334003416584	-0.012724344749941996	-0.47537772763265407	0.7524563841227665	0.7524563841227665
J17	0.7190968983321423	0.05091799905153493	0.7694531182786173	-0.8580534603025611	-0.5185695989918168	-1.7735227111837897	0.12758530959083797
J170	2.8021617159609473	0.7356742992984955	-0.050917999051535066	-1.3479795048471408	0.8218407944157843	-0.1147674601543766	-0.6080607121367392
J171	-0.6705016247393566	2.235558422667649	0.4052698202950264	-0.8218407944157843	1.8384926242576873	-1.0375225633382072	-0.16617363831901283
J172	0.9948752240011164	0.025450750102227516	-1.3802402324064889	0.05091799905153493	-0.1147674601543766	1.1052863446694685	0.5777220694967171
J173	-0.8765876310193907	0.8580534603025611	-0.4611791896716828	0.36416334003416584	1.3479795048471408	-1.9982895370082356	0.6865191592337914
J174	0.205011101146471	0.9539646767594884	1.2311303614235207	-0.7524563841227664	-0.6865191592337914	0.6865191592337914	-0.7694531182786174
J175	2.10223157766975	-0.5627515724444828	0.8580534603025611	0.6389697059353098	-0.8765876310193907	-2.8021617159609407	-1.6623296271676582
J177	0.8398094601128514	0.5627515724444828	-0.5040685621172549	1.5264270178341766	0.1404241561511963	-0.6080607121367392	-1.6136701828930669
J178	-0.5627515724444828	-1.912301266756704	1.912301266756704	-0.7866751045818522	-1.3479795048471408	0.05091799905153493	-0.6546542994973629
J179	1.6623296271676586	0.7694531182786173	-1.4494637314401992	0.5331805133159214	-0.2704656621450554	0.2180230302095735	-0.31028376279283343
J18	-0.15328619243711106	-0.4896727575749171	-0.025450750102227377	-0.47537772763265407	-0.1790887437551733	-0.1790887437551733	0.7356742992984955
J180	1.178546815327782	2.10223157766975	-1.1052863446694685	1.912301266756704	2.10223157766975	-1.6623296271676582	-2.4269006269340254
J182	-1.3170637432765038	-1.8384926242576878	0.07641832069645092	-0.6546542994973629	0.2180230302095735	-1.4494637314401992	2.10223157766975
J183	-0.5928231810424173	0.8041336424887251	1.129034574669348	-0.7027147999350711	-0.7866751045818522	2.235558422667649	-0.205011101146471
J184	1.3802402324064893	0.47537772763265407	2.10223157766975	-2.8021617159609407	0.9948752240011164	-2.10223157766975	-0.07641832069645092
J185	-1.912301266756704	0.895427930347364	-0.4896727575749171	-1.4140050964750193	2.426900626934027	-1.287357980249311	1.9982895370082356
J187	2.235558422667649	0.4330552674215413	0.8398094601128514	-0.5777220694967171	0.19203379170495294	-0.4052698202950264	-1.3479795048471408
J188-1	-0.35060017547557654	1.912301266756704	0.0891861022583937	0.29695945740853036	1.1534372379533202	-0.06366298492671138	-0.8765876310193907
J189-2	0.8765876310193907	-0.8398094601128514	0.2180230302095735	-0.4191220952251226	-0.35060017547557654	0.9742161276653362	-0.1147674601543766
J19	0.7027147999350711	0.8218407944157843	-0.33710120492664597	0.1404241561511963	-0.7694531182786174	-0.3777938316658648	-0.2572907731482172
J191	-0.7866751045818522	-1.0159679057477282	1.6623296271676586	-1.0375225633382072	-1.7735227111837897	0.5777220694967171	0.16617363831901283
J192	-0.9742161276653362	-1.0375225633382072	0.33710120492664575	-0.050917999051535066	-1.0821456430142158	0.8580534603025611	0.7694531182786173
J193	-0.7190968983321423	-0.025450750102227377	0.15328619243711092	0.5185695989918169	-1.5685566976542462	1.0375225633382075	0.07641832069645092
J195	-1.1534372379533202	-0.24416039517702146	-0.19203379170495294	1.4494637314401992	-2.10223157766975	1.287357980249311	-0.2704656621450554
J196-1	-0.19203379170495294	1.4140050964750193	0.35060017547557637	-0.3914948805140331	-0.6080607121367392	-1.2587467283461882	0.2310719794356965
J196-2	1.7152772024843754	1.178546815327782	0.06366298492671124	-1.8384926242576878	2.235558422667649	0.4191220952251228	-0.012724344749941996
J197	1.0595703653160047	0.0891861022583937	-0.5331805133159213	-0.025450750102227377	1.3170637432765038	0.7356742992984955	-0.35060017547557654
J198	0.36416334003416584	1.0595703653160047	-0.10196843977437144	-0.24416039517702146	0.7356742992984955	-0.8954279303473639	0.05091799905153493
J199	0.1790887437551733	-0.0891861022583937	1.178546815327782	-1.4868446809460143	-0.012724344749941996	1.2587467283461877	0.2180230302095735
J2	-1.6623296271676582	-0.5185695989918168	-0.35060017547557654	0.4191220952251228	-1.526427017834177	1.2044223031644985	1.4868446809460139
J20	0.4052698202950264	0.07641832069645092	-1.2044223031644985	0.07641832069645092	1.1052863446694685	-0.2572907731482172	0.5479061508640868
J200	-2.8021617159609407	-1.2311303614235212	1.4140050964750193	-0.0891861022583937	-2.8021617159609407	-1.4140050964750193	1.912301266756704
J201	1.4868446809460139	1.4868446809460139	1.4494637314401992	-1.7735227111837897	-0.8041336424887251	-0.4470730248219684	-0.4611791896716828
J202	-0.8041336424887251	1.5685566976542462	1.9982895370082356	-2.4269006269340254	-1.7152772024843748	0.12758530959083797	0.6234407539880773
J204	-0.8218407944157843	-1.6623296271676582	0.9340971012246375	-0.7356742992984955	0.2310719794356965	0.24416039517702132	0.7866751045818522
J205	-0.914591559580124	0.24416039517702132	0.9539646767594884	-1.2587467283461882	-0.9742161276653362	-0.050917999051535066	1.287357980249311
J206	-0.33710120492664597	-0.23107197943569635	-0.4191220952251226	0.2310719794356965	-0.914591559580124	0.5928231810424173	0.3914948805140331
J207	-0.31028376279283343	0.1404241561511963	0.2310719794356965	0.9948752240011164	0.4052698202950264	-1.178546815327782	-0.6865191592337914
J209	-1.3479795048471408	0.9742161276653362	1.3802402324064893	0.47537772763265407	1.2311303614235207	-0.14042415615119644	-1.1052863446694685
J21	0.19203379170495294	0.15328619243711092	0.19203379170495294	-0.10196843977437144	0.9340971012246375	0.19203379170495294	-0.3777938316658648
J210	0.0891861022583937	-0.5331805133159213	-0.6546542994973629	-0.7190968983321423	1.129034574669348	0.33710120492664575	1.2044223031644985
J211	0.6546542994973628	-0.8765876310193907	0.2572907731482171	-2.235558422667648	0.7694531182786173	-0.5627515724444828	1.7735227111837903
J212	1.9982895370082356	-0.4052698202950264	0.05091799905153493	-0.3777938316658648	-0.16617363831901283	-0.5331805133159213	-0.47537772763265407
J213	0.2572907731482171	-0.6234407539880771	1.8384926242576873	-2.10223157766975	-0.8398094601128514	-0.3914948805140331	0.19203379170495294
J214	0.05091799905153493	-1.5685566976542462	1.7152772024843754	-0.16617363831901283	-1.6136701828930669	-1.8384926242576878	-1.0375225633382072
J215	0.6389697059353098	0.2704656621450554	0.038181278996109826	-0.23107197943569635	0.0	-0.0891861022583937	-0.15328619243711106
J22	0.3777938316658648	-0.5479061508640869	-0.012724344749941996	0.205011101146471	-0.4896727575749171	-0.33710120492664597	-0.1790887437551733
J23	-0.03818127899610969	0.5331805133159214	0.9742161276653362	-0.9340971012246375	1.0821456430142158	0.4052698202950264	-0.21802303020957337
J24	0.2310719794356965	-0.3914948805140331	0.3914948805140331	-0.4611791896716828	0.4611791896716828	1.5264270178341766	-0.10196843977437144
J25	0.7524563841227665	-0.06366298492671138	-0.47537772763265407	1.1534372379533202	-0.23107197943569635	-0.9742161276653362	-1.0595703653160047
J26	0.5777220694967171	0.914591559580124	-1.7152772024843748	1.9982895370082356	0.4330552674215413	-0.47537772763265407	-0.8954279303473639
J28	-0.10196843977437144	-0.16617363831901283	-1.0159679057477282	0.9742161276653362	-0.10196843977437144	-0.10196843977437144	0.06366298492671124
J29	0.4896727575749171	1.1534372379533202	-0.2572907731482172	1.287357980249311	0.5331805133159214	-0.8398094601128514	-1.4140050964750193
J3	1.3170637432765038	-0.7027147999350711	-0.2704656621450554	0.4611791896716828	0.8041336424887251	0.2310719794356965	-0.8398094601128514
J31	-1.8384926242576878	-0.205011101146471	-1.9982895370082356	0.3236633863080438	1.5264270178341766	-0.8765876310193907	2.235558422667649
J32	1.2587467283461877	1.7735227111837903	-0.3777938316658648	-0.205011101146471	0.8398094601128514	-1.526427017834177	-0.5777220694967171
J33	1.7735227111837903	0.29695945740853036	1.1052863446694685	-0.8765876310193907	0.5040685621172549	-1.3170637432765038	-0.9539646767594884
J34	-0.24416039517702146	-0.5777220694967171	0.4191220952251228	0.1790887437551733	1.0595703653160047	1.0159679057477282	-0.5331805133159213
J35	0.06366298492671124	-0.6080607121367392	-0.9742161276653362	1.4868446809460139	-0.7027147999350711	0.29695945740853036	-0.6389697059353094
J36-1	-0.32366338630804364	0.3777938316658648	-0.8954279303473639	0.2572907731482171	0.9539646767594884	-0.07641832069645092	0.5331805133159214
J36-2	0.9742161276653362	1.8384926242576873	-1.912301266756704	1.5685566976542462	1.287357980249311	0.15328619243711092	-1.287357980249311
J37	0.8580534603025611	0.6865191592337914	-0.8041336424887251	-0.2836876679453039	-0.3914948805140331	0.1147674601543766	0.29695945740853036
J38	1.2044223031644985	1.9982895370082356	-1.5685566976542462	0.914591559580124	0.3914948805140331	-0.7866751045818522	-0.8218407944157843
J39	1.4494637314401992	1.3170637432765038	0.7190968983321423	-0.6080607121367392	-0.5627515724444828	-0.9340971012246375	-0.8041336424887251
J4	0.1404241561511963	-0.7524563841227664	-0.8218407944157843	1.7152772024843754	-1.6623296271676582	0.3914948805140331	-0.8580534603025611
J40	-0.4470730248219684	1.2587467283461877	-1.287357980249311	0.1147674601543766	-0.9340971012246375	-0.9539646767594884	1.2587467283461877
J41	-0.5040685621172549	-0.8580534603025611	0.7356742992984955	0.5479061508640868	-1.2044223031644985	-0.025450750102227377	-0.5627515724444828
J42	0.07641832069645092	-0.8218407944157843	0.9948752240011164	-0.33710120492664597	-0.6389697059353094	-0.36416334003416584	-0.36416334003416584
J43	0.7694531182786173	-1.2587467283461882	-0.9539646767594884	0.12758530959083797	0.24416039517702132	-0.31028376279283343	0.4896727575749171
J44	0.2836876679453039	-0.33710120492664597	0.5627515724444828	0.5040685621172549	-0.7190968983321423	0.4896727575749171	-1.0821456430142158
J46	0.9340971012246375	0.3914948805140331	-0.3914948805140331	0.16617363831901283	-0.33710120492664597	0.2572907731482171	-0.43305526742154155
J48	-0.6546542994973629	-0.4470730248219684	-1.526427017834177	1.3802402324064893	-0.8580534603025611	-0.6234407539880771	0.6705016247393565
J49	1.129034574669348	-0.012724344749941996	-0.8398094601128514	-1.0159679057477282	0.8765876310193907	1.7735227111837903	0.8398094601128514
J5	-2.4269006269340254	-2.8021617159609407	-0.7866751045818522	2.8021617159609473	1.7735227111837903	-1.912301266756704	-1.8384926242576878
J50	0.31028376279283354	0.4191220952251228	-0.6389697059353094	1.6623296271676586	1.6623296271676586	-0.5479061508640869	-1.7152772024843748
J51	0.10196843977437144	-0.5040685621172549	0.12758530959083797	-0.8398094601128514	0.0891861022583937	0.9948752240011164	0.6389697059353098
J52	-0.4611791896716828	-0.31028376279283343	-0.7694531182786174	0.038181278996109826	0.33710120492664575	0.1790887437551733	1.0375225633382075
J53	0.4330552674215413	-1.129034574669348	-1.0595703653160047	0.4470730248219683	-0.12758530959083783	0.5479061508640868	0.36416334003416584
J55	0.025450750102227516	-0.12758530959083783	1.5264270178341766	-1.7152772024843748	0.05091799905153493	-1.0595703653160047	0.5627515724444828
J56	0.5627515724444828	-0.7356742992984955	-1.3479795048471408	0.3777938316658648	1.2587467283461877	0.7694531182786173	0.2836876679453039
J57	-1.7735227111837897	1.6136701828930669	-2.235558422667648	1.0821456430142158	-0.5040685621172549	0.47537772763265407	1.5685566976542462
J58	-1.287357980249311	-0.14042415615119644	-0.03818127899610969	-0.4470730248219684	-1.0159679057477282	0.9340971012246375	1.4140050964750193
J59	-0.14042415615119644	0.5777220694967171	0.205011101146471	-1.129034574669348	0.3777938316658648	0.16617363831901283	0.8218407944157843
J6	-1.0159679057477282	1.287357980249311	0.3236633863080438	-0.4052698202950264	-1.178546815327782	1.0821456430142158	0.7027147999350711
J60	0.012724344749941996	0.5185695989918169	-0.29695945740853036	-0.2704656621450554	0.3236633863080438	0.6389697059353098	0.2572907731482171
J61	-1.2044223031644985	1.6623296271676586	0.4330552674215413	-0.5928231810424173	-0.5928231810424173	1.178546815327782	0.7190968983321423
J62	-0.9948752240011164	2.8021617159609473	2.8021617159609473	-1.9982895370082356	1.7152772024843754	-2.4269006269340254	-2.8021617159609407
J63	-0.8580534603025611	-0.9948752240011164	0.6080607121367392	-0.914591559580124	-0.7356742992984955	0.5627515724444828	1.178546815327782
J64	-0.7694531182786174	-0.914591559580124	-1.6623296271676582	0.025450750102227516	0.5777220694967171	1.6623296271676586	1.7152772024843754
J65	0.1147674601543766	0.8765876310193907	-0.16617363831901283	-0.4896727575749171	0.5185695989918169	-0.7190968983321423	0.33710120492664575
J66	-0.29695945740853036	0.06366298492671124	0.5479061508640868	-1.178546815327782	0.2836876679453039	-0.012724344749941996	0.895427930347364
J67	0.35060017547557637	0.4611791896716828	-0.8765876310193907	-0.6865191592337914	0.1147674601543766	1.4140050964750193	0.914591559580124
J69	-1.4868446809460143	-1.526427017834177	-0.1790887437551733	-0.06366298492671138	-1.0375225633382072	-0.16617363831901283	1.6623296271676586
J7	-0.6234407539880771	0.6234407539880773	-0.06366298492671138	-0.1147674601543766	-0.5479061508640869	0.4330552674215413	0.5185695989918169
J70	-1.4494637314401992	-1.2044223031644985	1.3479795048471408	-0.8041336424887251	-1.2587467283461882	-1.0821456430142158	1.0595703653160047
J71	1.3479795048471408	-0.8041336424887251	-1.3170637432765038	0.8398094601128514	0.895427930347364	0.4470730248219683	-0.5040685621172549
J72	0.8041336424887251	-0.03818127899610969	-0.5777220694967171	0.31028376279283354	0.7866751045818522	-0.23107197943569635	-0.23107197943569635
J73	0.6080607121367392	0.2572907731482171	-0.8580534603025611	1.3170637432765038	-1.1052863446694685	-1.129034574669348	-0.7027147999350711
J74	0.33710120492664575	0.36416334003416584	0.2836876679453039	1.0375225633382075	-0.4470730248219684	1.3479795048471408	-1.4494637314401992
J75	-0.4052698202950264	-1.7152772024843748	0.5185695989918169	0.8580534603025611	-0.7524563841227664	-0.914591559580124	-0.4470730248219684
J76	-1.526427017834177	-0.7694531182786174	-0.2836876679453039	0.4896727575749171	1.912301266756704	-1.7152772024843748	1.0821456430142158
J77	0.15328619243711092	0.5928231810424173	0.3777938316658648	-0.35060017547557654	0.06366298492671124	-0.35060017547557654	0.0
J78	-1.4140050964750193	1.3802402324064893	1.7735227111837903	-1.912301266756704	-0.43305526742154155	0.35060017547557637	0.6080607121367392
J79	-0.12758530959083783	-0.6546542994973629	-1.6136701828930669	2.426900626934027	1.4868446809460139	-0.4611791896716828	-2.235558422667648
J80	0.4611791896716828	1.4494637314401992	0.012724344749941996	0.7027147999350711	-0.5331805133159213	0.8765876310193907	-1.2044223031644985
J81	-0.7524563841227664	-1.0821456430142158	1.287357980249311	0.8765876310193907	-1.3802402324064889	0.31028376279283354	-1.178546815327782
J83	0.4470730248219683	1.5264270178341766	0.1790887437551733	-0.6389697059353094	0.6865191592337914	1.129034574669348	-0.32366338630804364
J84	0.914591559580124	-0.2572907731482172	-0.205011101146471	-0.12758530959083783	0.5627515724444828	0.6705016247393565	-0.24416039517702146
J85	-1.0821456430142158	-0.1790887437551733	0.6865191592337914	0.6865191592337914	1.178546815327782	0.2836876679453039	-0.4191220952251226
J86	0.47537772763265407	1.3479795048471408	-0.31028376279283343	1.0159679057477282	-1.912301266756704	-0.6705016247393566	-0.9340971012246375
J87	-0.5479061508640869	0.16617363831901283	-0.23107197943569635	1.4140050964750193	-0.6234407539880771	-0.7524563841227664	-0.6234407539880771
J88	1.0821456430142158	0.7524563841227665	-1.2311303614235212	1.2311303614235207	0.5479061508640868	-0.5777220694967171	-0.9948752240011164
J89	-0.0891861022583937	-0.7190968983321423	-0.9948752240011164	0.8041336424887251	0.025450750102227516	0.5185695989918169	0.1790887437551733
J9	-1.0595703653160047	-1.178546815327782	-0.5479061508640869	1.2587467283461877	-1.287357980249311	1.4494637314401992	0.2704656621450554
J90	0.2180230302095735	-0.21802303020957337	-0.7524563841227664	-0.5627515724444828	0.10196843977437144	1.8384926242576873	0.9742161276653362
J91	0.24416039517702132	0.6546542994973628	0.025450750102227516	0.3914948805140331	1.5685566976542462	-1.1052863446694685	-0.7524563841227664
J92	-0.7356742992984955	1.0375225633382075	1.6136701828930669	-1.6623296271676582	0.1790887437551733	-0.2704656621450554	0.4611791896716828
J93	-0.1790887437551733	-0.6705016247393566	-0.4470730248219684	0.2704656621450554	0.07641832069645092	-0.19203379170495294	0.4052698202950264
J94	-0.7027147999350711	0.6705016247393565	0.8218407944157843	0.15328619243711092	-0.5777220694967171	-1.1534372379533202	-0.14042415615119644
J95	-0.3914948805140331	-0.7866751045818522	0.6546542994973628	-0.03818127899610969	-0.2836876679453039	0.7190968983321423	-0.0891861022583937
J96	-0.3777938316658648	0.6080607121367392	0.4611791896716828	1.7735227111837903	-1.129034574669348	-1.3479795048471408	-1.4868446809460143
J97	-0.36416334003416584	-0.19203379170495294	-0.14042415615119644	0.7524563841227665	-1.1534372379533202	0.5040685621172549	-0.06366298492671138
J98	-0.6865191592337914	0.9340971012246375	-0.7190968983321423	0.5928231810424173	0.7524563841227665	1.9982895370082356	0.012724344749941996
