2.917213,0.332078,2.880439,3.935557,0.163055,0.349821,4.881989
1.900547,0.564095,9.993965,9.93488,3.113429,0.241502,7.555241
3.085864,0.603462,3.252714,4.036882,0.373818,0.325276,3.731794
2.432626,0.463378,2.697128,5.814845,0.525415,0.518272,3.618006
7.259045,2.458363,9.787998,14.002118,1.666957,2.671597,11.242358
4.550507,1.156758,9.327986,8.80065,1.102524,0.385969,7.647304
2.923408,0.642699,3.362687,4.932629,0.443676,0.785107,5.154608
2.173794,0.483545,3.419219,4.523357,0.093442,0.387562,4.271094
2.272542,0.663368,4.316069,8.160736,3.970163,0.474033,4.854981
3.892289,0.711375,3.604761,6.119663,0.574107,0.403536,5.929353
3.029356,0.909562,4.772749,5.957593,0.219703,0.265547,4.858963
1.690099,0.431215,3.108359,3.925142,0.288545,0.451822,4.397298
2.347323,0.632239,2.381383,4.193589,0.246772,0.242848,3.814441
3.365327,0.591895,4.445537,4.762311,0.367326,0.537546,4.750194
3.226076,0.380913,2.880806,4.129434,0.266963,0.454364,3.78866
1.075718,0.224201,3.300655,4.770633,0.326683,0.411347,3.62698
2.891897,0.67258,4.162261,6.730845,0.982092,0.221286,6.321665
2.992136,0.376159,3.743606,3.614619,0.206275,0.741005,5.493989
4.137065,0.406372,2.909274,3.251682,0.212959,0.610557,4.751377
3.169851,0.640964,3.575457,4.237358,0.494634,0.305943,4.44381
0.729207,0.210786,3.735988,3.14624,0.198666,0.461684,3.487592
2.439039,0.779191,2.904719,5.039534,0.374127,0.472355,4.825485
3.238786,0.48924,3.162487,3.563507,0.207527,0.38089,3.47742
3.194108,0.249496,2.926083,3.494019,0.394053,0.460432,2.041301
3.114008,0.540326,4.455667,5.328891,0.78125,0.508609,5.582408
4.193947,0.905651,8.067238,10.05579,1.798151,0.452067,7.016596
2.92369,0.91048,6.081538,7.25254,0.489038,0.483424,6.780449
2.427794,0.827491,5.588602,5.962431,0.219695,0.318748,4.438769
3.958993,0.634994,4.679968,4.674761,0.238018,0.898203,5.490252
4.405012,0.831951,6.213976,7.608594,0.80758,0.493935,6.748265
2.828967,0.439839,5.258358,5.161739,0.262901,0.485128,6.332138
3.002549,0.620866,3.226876,4.534792,0.413575,0.948754,5.178601
2.788247,0.524495,4.42051,4.94706,0.201396,0.363964,3.983263
1.840009,0.572327,3.810593,3.830904,0.378436,0.72933,5.571331
3.168489,0.381535,2.809535,4.091619,0.129056,0.694961,4.848678
1.760625,1.047987,4.104264,5.851793,0.9259,0.489828,3.554666
2.464639,0.553228,2.935989,4.214518,0.223477,0.591451,5.039755
3.921368,0.59846,3.757254,5.000721,0.288936,0.56917,5.3642
4.079706,0.592534,5.537589,4.901844,0.281404,0.451236,5.48945
3.887764,0.23908,2.694018,4.152354,0.073456,0.462183,3.563322
3.16049,0.6937,3.425231,3.74523,0.246859,0.486645,5.516802
4.594274,1.060364,5.642891,6.20172,0.459079,0.760364,6.976925
3.415612,0.231231,2.940216,3.912759,0.04848,0.294087,5.068968
2.021023,0.137693,4.915455,4.857116,0.649887,0.677751,7.21966
4.940867,0.947553,3.924365,5.009378,0.502182,0.656265,6.167803
1.678634,0.460582,3.330964,3.518816,0.176524,0.667361,4.952085
3.825433,0.748185,5.453659,9.932676,1.0798,0.623595,8.755063
1.60639,0.891274,3.788697,6.08841,1.186414,0.659031,5.072526
3.788114,0.610053,4.065835,5.399431,0.490373,0.577504,6.420382
3.44737,0.490545,4.075556,3.39063,0.153962,0.673162,4.332159
1.215799,0.730511,4.158947,5.775379,0.049665,0.276929,5.859781
1.277233,0.434351,4.48096,5.301051,0.666709,0.575864,5.156217
3.821405,0.421713,6.686053,8.018807,1.31357,0.50385,5.341037
2.213839,0.727411,4.450706,7.308629,0.509354,0.473322,5.63161
4.434778,1.168728,8.206069,9.56454,0.897444,0.481993,8.245605
3.542757,0.637552,5.358944,5.262599,0.22666,0.764108,6.685583
4.127255,0.0,4.349906,3.869813,0.100715,0.418811,5.821737
3.511496,0.440187,4.896962,5.520244,0.461911,0.207477,5.275628
3.380287,0.909658,8.299753,9.427611,1.884044,0.310611,11.548173
3.731013,0.40448,3.587598,4.961867,0.504128,0.453481,4.21524
4.139714,0.685834,4.451528,4.696531,0.31696,0.592294,4.079717
